id;word;polarity
1432;comer;
1433;comezinho;0
1434;comichento;-1
1435;comichoso;-1
1436;cómico;0
1437;comilão;-1
1438;comodismo;-1
1439;comodista;-1
1440;comovente;0
1441;compactuar;-1
1442;comparsa;-1
1443;compassivo;1
1444;compelido;-1
1445;compelir;-1
1446;compenetrado;0
1447;competência;1
1448;competente;1
1449;competitivo;0
1450;compincha;1
1451;complacência;1
1452;complacente;1
1453;complexado;-1
1454;complicado;-1
1455;complicar;
1456;composto;1
1457;comprado;-1
1458;comprar;
1459;compreensão;1
1460;compreensível;1
1461;compreensivo;1
1462;comprometedor;-1
1463;comprometido;0
1464;compromissado;0
1465;compulsivo;-1
1466;compungido;-1
1467;comuna;-1
1468;comunicativo;1
1469;conceituado;1
1470;conceituoso;-1
1471;concertado;1
1472;conciliador;1
1473;conciso;1
1474;concordante;1
1475;concreto;1
1476;concupiscente;0
1477;condenado;-1
1478;condenar;0
1479;condenável;-1
1480;condescendência;-1
1481;condescendente;0
1482;condicionado;0
1483;condoído;-1
1484;condoreiro;-1
1485;confiado;0
1486;confiança;1
1487;confiante;1
1488;confiar;0
1489;confiável;1
1490;confinado;0
1491;conflituosidade;-1
1492;conflituoso;-1
1493;conformado;-1
1494;conformar-se;-1
1495;conformista;-1
1496;confortador;1
1497;confortante;1
1498;confortável;0
1499;confrangedor;-1
1500;confranger-se;-1
1501;confrontar;1
1502;confundido;-1
1503;confundir;0
1504;confundir;
1505;confundir-se;-1
1506;confusão;-1
1507;confuso;-1
1508;congelado;-1
1509;congestão;-1
1510;congestionado;-1
1511;congratular;0
1512;congruência;1
1513;congruente;1
1514;conhecedor;1
1515;conivente;-1
1516;conluiado;-1
1517;conquistador;0
1518;conquistar;1
1519;consagrado;1
1520;consciência;1
1521;consciencial;0
1522;consciencioso;1
1523;consciente;1
1524;cônscio;1
1525;conseguir;
1526;consentâneo;1
1527;consequente;1
1528;consertado;1
1529;conservado;1
1530;conservador;0
1531;considerativo;1
1532;consistente;1
1533;consolado;0
1534;conspicuidade;1
1535;conspícuo;1
1536;conspiração;-1
1537;conspirador;-1
1538;conspirativo;-1
1539;conspurcar;-1
1540;constante;1
1541;consternação;-1
1542;consternado;-1
1543;consternador;-1
1544;consternar;-1
1545;constipado;-1
1546;constitutivo;0
1547;constrangedor;-1
1548;constranger;-1
1549;constrangido;-1
1550;constrangimento;-1
1551;construtivo;1
1552;consumado;1
1553;consumido;-1
1554;consumir-se;-1
1555;consumista;-1
1556;contactável;0
1557;contagiado;-1
1558;contagioso;-1
1559;contaminar;-1
1560;contemplador;0
1561;contemplativo;0
1562;contemporizador;0
1563;contemporizante;0
1564;contendedor;-1
1565;contendente;-1
1566;contente;1
1567;contestado;-1
1568;contestar;0
1569;contido;-1
1570;contingente;-1
1571;contorcer-se;-1
1572;contracto;-1
1573;contradizer-se;-1
1574;contraído;-1
1575;contrair-se;-1
1576;contranaturo;-1
1577;contrapor;1
1578;contrariado;-1
1579;contrariar;1
1580;contribuidor;0
1581;contristação;-1
1582;contristado;-1
1583;contrito;-1
1584;controlado;1
1585;controlador;-1
1586;controlar;1
1587;controvérsia;-1
1588;controverso;-1
1589;controvertido;-1
1590;contumaz;-1
1591;contundência;-1
1592;contundente;-1
1593;contundido;-1
1594;contuso;-1
1595;convencido;0
1596;conversadeiro;0
1597;conversador;0
1598;convertido;0
1599;convicção;1
1600;convicto;0
1601;convidativo;1
1602;convincente;1
1603;convivente;1
1604;convulsivo;-1
1605;cooperador;1
1606;cooperante;1
1607;cooperativista;0
1608;coquete;-1
1609;corado;0
1610;coragem;1
1611;corajoso;1
1612;corcovado;-1
1613;corcunda;-1
1614;cordato;1
1615;cordeiro;0
1616;cordial;1
1617;cordialidade;1
1618;cornudo;-1
1619;cornuto;-1
1620;corporativista;0
1621;corpulento;0
1622;correção;1
1623;correcção;1
1624;correcto;1
1625;correr;
1626;correto;1
1627;corrido;-1
1628;corrigir;1
1629;corriqueiro;-1
1630;corroer;-1
1631;corroer-se;-1
1632;corromper;-1
1633;corrompido;-1
1634;corrosivo;-1
1635;corrupção;-1
1636;corruptível;-1
1637;corruptivo;-1
1638;corrupto;-1
1639;corruptor;-1
1640;cortado;-1
1641;cortar;
1642;cortar;
1643;cortejado;0
1644;cortês;1
1645;cortesão;1
1646;cortesia;1
1647;coruja;0
1648;coscuvilheiro;-1
1649;cósmico;0
1650;cosmopolita;1
1651;cosmopolítico;1
1652;cotado;1
1653;covarde;-1
1654;covardia;-1
1655;coveiro;-1
1656;coxo;-1
1657;crápula;-1
1658;crapuloso;-1
1659;craque;1
1660;crasso;-1
1661;credibilidade;1
1662;credível;1
1663;crédulo;0
1664;crente;0
1665;crescido;1
1666;crescidote;0
1667;cretinice;-1
1668;cretinismo;-1
1669;cretino;-1
1670;cretinóide;-1
1671;criacionista;0
1672;criancice;-1
1673;criatividade;1
1674;criativo;1
1675;criminalidade;-1
1676;criminoso;-1
1677;crisólogo;1
1678;crisóstomo;1
1679;crispação;-1
1680;crispado;-1
1681;crispar;1
1682;crispar-se;-1
1683;cristalino;1
1684;cristão;0
1685;criterioso;1
1686;criticar;0
1687;criticável;-1
1688;crítico;0
1689;crivado;-1
1690;crível;1
1691;cromo;-1
1692;crônico;0
1693;cru;-1
1694;crucial;0
1695;crucificador;-1
1696;crucificar;1
1697;cruel;-1
1698;crueldade;-1
1699;crueza;-1
1700;cuidado;1
1701;cuidadoso;1
1702;culpa;-1
1703;culpabilizar;0
1704;culpado;-1
1705;culpar;0
1706;culpas;-1
1707;culposo;-1
1708;cultivado;1
1709;culto;1
1710;cúmplice;0
1711;cumpridor;1
1712;curado;1
1713;curativo;0
1714;curial;1
1715;curioso;0
1716;curtido;1
1717;curto;0
1718;curvado;-1
1719;curvar-se;-1
1720;curvilíneo;-1
1721;curvo;-1
1722;cuspido;-1
1723;custoso;0
1724;dadivoso;1
1725;dado;0
1726;daltónico;-1
1727;danado;-1
1728;danificado;-1
1729;danoso;-1
1730;dar;
1731;dar;
1732;dar;
1733;dar;
1734;dar;
1735;dar;
1736;dar;
1737;dar;
1738;dar;
1739;dar;
1740;dar;
1741;dar;
1742;dar;
1743;dar;
1744;dar;
1745;dar;
1746;dar;
1747;dar;
1748;dar;
1749;dar;
1750;dar;
1751;dar;
1752;dar;
1753;dar;
1754;dar;
1755;dar;
1756;dar;
1757;dar;
1758;dar;
1759;dar;
1760;dardejante;0
1761;dávida;1
1762;deambulação;-1
1763;deambulante;-1
1764;deambular;-1
1765;debandado;-1
1766;débil;-1
1767;debilidade;-1
1768;debilitação;-1
1769;debilitado;-1
1770;debilitar;1
1771;debochado;-1
1772;deboche;-1
1773;decadência;-1
1774;decadente;-1
1775;decadentista;-1
1776;decaído;-1
1777;decapitar;1
1778;decência;1
1779;decente;1
1780;decepado;-1
1781;decepar;1
1782;decepção;-1
1783;decepcionado;-1
1784;decepcionante;-1
1785;decepcionar;-1
1786;decidido;1
1787;decisivo;0
1788;decoro;1
1789;decoroso;1
1790;decrepidez;-1
1791;decrépito;-1
1792;dedicação;1
1793;dedicado;1
1794;defeituoso;-1
1795;defensiva;-1
1796;defensor;1
1797;deferente;1
1798;deferido;1
1799;defesso;-1
1800;deficiente;-1
1801;definhado;-1
1802;definhamento;-1
1803;deformação;-1
1804;deformado;-1
1805;defraudar;-1
1806;defraudar;
1807;defunto;-1
1808;degenerado;-1
1809;degradado;-1
1810;degradante;-1
1811;degredado;-1
1812;degredo;-1
1813;deicida;-1
1814;deitar;
1815;deitar;
1816;deitar;
1817;deitar;
1818;deitar;
1819;deitar;
1820;deitar;
1821;deitar;
1822;deitar;
1823;deitar;
1824;deixar;
1825;deixar;
1826;deixar;
1827;deixar;
1828;deixar;
1829;deixar;
1830;delambido;-1
1831;deleitoso;1
1832;deletério;-1
1833;delgado;0
1834;delicadeza;1
1835;delicado;1
1836;delicioso;1
1837;delinquência;-1
1838;delinquente;-1
1839;delirar;-1
1840;delituoso;-1
1841;demagogia;-1
1842;demagógico;-1
1843;demagogo;-1
1844;demarcado;-1
1845;demência;-1
1846;demente;-1
1847;demérito;-1
1848;demitido;-1
1849;democracia;1
1850;democrata;0
1851;democraticidade;1
1852;democrático;1
1853;démodé;-1
1854;demolidor;-1
1855;demoníaco;-1
1856;demorado;-1
1857;denegrido;-1
1858;denegrir;0
1859;denegrir;
1860;denegrir;
1861;dengoso;-1
1862;denodado;1
1863;depauperado;-1
1864;depenado;-1
1865;dependurado;-1
1866;deploração;-1
1867;deplorável;-1
1868;deportado;-1
1869;deposto;-1
1870;depravação;-1
1871;depravado;-1
1872;depravador;-1
1873;depreciado;-1
1874;depreciar;-1
1875;depreciativo;-1
1876;depressão;-1
1877;depressivo;-1
1878;depressor;-1
1879;deprimência;-1
1880;deprimente;-1
1881;deprimido;-1
1882;depurado;0
1883;derramado;-1
1884;derreado;-1
1885;derreamento;-1
1886;derrear;1
1887;derreter;1
1888;derrota;-1
1889;derrotado;-1
1890;derrotar;1
1891;derrotismo;-1
1892;derrotista;-1
1893;derrubado;-1
1894;derrubar;1
1895;desabonado;-1
1896;desabrido;-1
1897;desabrigado;-1
1898;desabusado;-1
1899;desacompanhado;-1
1900;desacordado;-1
1901;desacreditado;-1
1902;desacreditar;1
1903;desactualizado;-1
1904;desadaptado;-1
1905;desafectado;1
1906;desafecto;-1
1907;desafetado;1
1908;desafeto;-1
1909;desafiador;0
1910;desafiante;0
1911;desafinação;-1
1912;desafinado;-1
1913;desafogado;1
1914;desaforado;-1
1915;desaforido;-1
1916;desafortunado;-1
1917;desagradado;-1
1918;desagradável;-1
1919;desagradecido;-1
1920;desagrado;-1
1921;desaire;-1
1922;desairoso;-1
1923;desajeitado;-1
1924;desajustado;-1
1925;desalentado;-1
1926;desalento;-1
1927;desalinhado;-1
1928;desalinhamento;-1
1929;desalmado;-1
1930;desalojado;-1
1931;desamparado;-1
1932;desamparo;-1
1933;desancar;1
1934;desanimação;-1
1935;desanimado;-1
1936;desanimador;-1
1937;desânimo;-1
1938;desapaixonado;-1
1939;desaparafusado;-1
1940;desaparecido;-1
1941;desapegado;-1
1942;desapiedado;-1
1943;desapontado;-1
1944;desapontador;-1
1945;desapossado;-1
1946;desapropriado;-1
1947;desaprovador;-1
1948;desaproveitado;-1
1949;desarmante;1
1950;desarmar;1
1951;desarranjado;-1
1952;desarrazoado;-1
1953;desarrumado;-1
1954;desarticulado;-1
1955;desassisado;-1
1956;desassombrado;0
1957;desassossegado;-1
1958;desassossego;-1
1959;desastrado;-1
1960;desastre;-1
1961;desastroso;-1
1962;desatado;0
1963;desatento;-1
1964;desatinado;-1
1965;desatualizado;-1
1966;desaustinado;-1
1967;desavergonhado;-1
1968;desavisado;-1
1969;desbaratado;-1
1970;desbaratador;-1
1971;desbocado;-1
1972;desbocamento;-1
1973;desbotado;-1
1974;desbragado;-1
1975;desbravador;0
1976;descabelado;-1
1977;descabelar;1
1978;descabelar-se;-1
1979;descabido;-1
1980;descadeirado;-1
1981;descalabro;-1
1982;descalço;-1
1983;descamisado;-1
1984;descansado;0
1985;descarado;-1
1986;descaramento;-1
1987;descarnado;-1
1988;descascado;-1
1989;descautelado;-1
1990;descer;
1991;descerimonioso;1
1992;descerrado;-1
1993;desclassificado;-1
1994;descobridor;0
1995;descomedido;-1
1996;descomedimento;-1
1997;descomplexado;1
1998;descomprometido;0
1999;descompromissado;0
2000;desconcentração;-1
2001;desconcentrado;-1
2002;desconcertado;-1
2003;desconexo;-1
2004;desconfiado;-1
2005;desconfortável;-1
2006;desconhecedor;-1
2007;desconsideração;-1
2008;desconsiderado;0
2009;desconsolação;-1
2010;desconsolado;-1
2011;descontentamento;-1
2012;descontente;-1
2013;descontraído;1
2014;descontrolado;-1
2015;descontrolo;-1
2016;descoordenação;-1
2017;descoordenado;-1
2018;descorado;-1
2019;descoroçoado;-1
2020;descortês;-1
2021;descortesia;-1
2022;descrente;0
2023;descuidado;-1
2024;descuido;-1
2025;desculpado;0
2026;desculpável;0
2027;desdém;-1
2028;desdenhar;-1
2029;desdenhoso;-1
2030;desdentado;-1
2031;desdito;-1
2032;desditoso;-1
2033;desejável;1
2034;deselegância;-1
2035;deselegante;-1
2036;desembaraçado;1
2037;desemparelhado;-1
2038;desempenado;1
2039;desempregado;-1
2040;desemprego;-1
2041;desencalhado;0
2042;desencalhe;-1
2043;desencaminhado;-1
2044;desencaminhador;-1
2045;desencaminhamento;-1
2046;desencantado;0
2047;desencontrado;-1
2048;desengonçado;-1
2049;desengraçado;-1
2050;desenrascado;1
2051;desenvencilhado;1
2052;desenvolto;1
2053;desenvoltura;1
2054;desenxabidez;-1
2055;desenxabido;-1
2056;desequilibrado;-1
2057;desequilíbrio;-1
2058;desertar;-1
2059;desertor;-1
2060;desesperado;-1
2061;desesperança;-1
2062;desesperançado;-1
2063;desespero;-1
2064;desestabilizador;-1
2065;desfalcar;-1
2066;desfalecido;-1
2067;desfasado;-1
2068;desfavorecido;-1
2069;desfeito;-1
2070;desfigurado;-1
2071;desforrar-se;1
2072;desfrutado;1
2073;desgarrado;-1
2074;desgastado;-1
2075;desgaste;-1
2076;desgosto;-1
2077;desgostoso;-1
2078;desgovernação;-1
2079;desgovernado;-1
2080;desgoverno;-1
2081;desgraça;-1
2082;desgraçado;-1
2083;desgracioso;-1
2084;desgrenhado;-1
2085;desidratação;-1
2086;desiludido;-1
2087;desimpedido;0
2088;desinfeliz;-1
2089;desinformação;-1
2090;desinformado;-1
2091;desinibido;1
2092;desinstruído;-1
2093;desinteressado;-1
2094;desinteressante;-1
2095;desinteresse;-1
2096;desistir;-1
2097;deslambido;-1
2098;deslavado;-1
2099;desleal;-1
2100;deslealdade;-1
2101;desleixado;-1
2102;desleixar-se;-1
2103;desleixo;-1
2104;desligado;-1
2105;deslocado;-1
2106;deslumbrante;1
2107;deslumbrar;1
2108;desmaiado;-1
2109;desmanchado;-1
2110;desmantelado;-1
2111;desmascarar;1
2112;desmazelado;-1
2113;desmazelamento;-1
2114;desmazelo;-1
2115;desmedido;-1
2116;desmemoriado;-1
2117;desmentido;-1
2118;desmentir;0
2119;desmesurado;-1
2120;desmiolado;-1
2121;desmontado;-1
2122;desmoralização;-1
2123;desmoralizado;-1
2124;desmoralizador;-1
2125;desmoronar-se;-1
2126;desmotivação;-1
2127;desmotivado;-1
2128;desmotivador;-1
2129;desnaturado;-1
2130;desnaturalizado;0
2131;desnorteado;-1
2132;desnorteamento;-1
2133;desnudado;0
2134;desnudo;0
2135;desnutrição;-1
2136;desobediência;-1
2137;desobediente;-1
2138;desobrigado;0
2139;desocupado;-1
2140;desolação;-1
2141;desolado;-1
2142;desolador;-1
2143;desolhado;-1
2144;desonestidade;-1
2145;desonesto;-1
2146;desonra;-1
2147;desonrado;-1
2148;desonrar;-1
2149;desonroso;-1
2150;desordeiro;-1
2151;desordem;-1
2152;desordenado;-1
2153;desorganização;-1
2154;desorganizado;-1
2155;desorientação;-1
2156;desorientado;-1
2157;despachado;1
2158;despassarado;-1
2159;despegado;0
2160;despeitado;-1
2161;despeitar;-1
2162;despeito;-1
2163;despeitorado;-1
2164;despejado;-1
2165;despenteado;-1
2166;despercebido;-1
2167;desperdiçado;-1
2168;desperdiçador;-1
2169;desperto;1
2170;despesista;-1
2171;despirocado;-1
2172;despistado;-1
2173;desplante;-1
2174;despojado;0
2175;despótico;-1
2176;despregado;-1
2177;desprendido;0
2178;despreocupação;-1
2179;despreocupado;0
2180;despretensioso;1
2181;desprevenção;-1
2182;desprevenido;-1
2183;desprezado;-1
2184;desprezável;-1
2185;desprezível;-1
2186;desprezo;-1
2187;desprimoroso;-1
2188;desproporcionado;-1
2189;despropositado;-1
2190;despropósito;-1
2191;desprotegido;-1
2192;despudor;-1
2193;despudorado;-1
2194;desqualificado;-1
2195;desregrado;-1
2196;desregulado;-1
2197;desremediado;-1
2198;desrespeitado;-1
2199;desrespeitador;-1
2200;desrespeitar;-1
2201;desrespeito;-1
2202;desrespeitoso;-1
2203;destabilizador;-1
2204;destampado;-1
2205;destapado;-1
2206;destemido;1
2207;destemperado;-1
2208;desterrado;-1
2209;destoante;-1
2210;destrambelhado;-1
2211;destrambelhamento;-1
2212;destratado;-1
2213;destravado;-1
2214;destroçado;-1
2215;destroço;-1
2216;destronar;1
2217;destruição;-1
2218;destruído;-1
2219;destruidor;-1
2220;destruir;1
2221;destrutivo;-1
2222;destrutor;-1
2223;desumanidade;-1
2224;desumano;-1
2225;desunido;-1
2226;desusado;-1
2227;desvairado;-1
2228;desvairamento;-1
2229;desvalido;-1
2230;desvanecer;-1
2231;desvanecido;0
2232;desvantagem;-1
2233;desvariado;-1
2234;desvario;-1
2235;desvelado;1
2236;desvelo;1
2237;desvendado;0
2238;desventurado;-1
2239;desventuroso;-1
2240;desvirtuado;-1
2241;desvitalizado;-1
2242;detalhado;1
2243;deteriorado;-1
2244;deteriorar;-1
2245;determinação;1
2246;determinado;1
2247;detestado;-1
2248;detestar;0
2249;detestável;-1
2250;detido;-1
2251;detrator;-1
2252;deturpado;-1
2253;deturpar;-1
2254;devaneador;-1
2255;devassado;-1
2256;devassidão;-1
2257;devasso;-1
2258;devastado;-1
2259;devastador;-1
2260;devastar;1
2261;dever;
2262;dever;
2263;dever;
2264;diabólico;-1
2265;diabolismo;-1
2266;diáfano;1
2267;dialogante;1
2268;difamação;-1
2269;difamado;-1
2270;difamador;-1
2271;difamar;-1
2272;difamatório;-1
2273;diferente;0
2274;difícil;-1
2275;dificultar;1
2276;dificultar;
2277;difuso;-1
2278;dignidade;1
2279;dignificar;1
2280;digno;1
2281;digressionista;-1
2282;digressivo;-1
2283;dilacerado;-1
2284;dilacerar;1
2285;diletante;0
2286;diligência;1
2287;diligente;1
2288;diminuído;-1
2289;diminuir;1
2290;dinâmico;1
2291;dinamismo;1
2292;dinamizador;1
2293;diplomacia;1
2294;diplomático;1
2295;directo;1
2296;direito;1
2297;direto;1
2298;disciplina;1
2299;disciplinado;1
2300;disciplinador;0
2301;díscolo;-1
2302;discreto;1
2303;discrição;1
2304;discriminação;-1
2305;discriminado;-1
2306;discriminador;-1
2307;discriminar;-1
2308;discursivo;0
2309;disfarçado;-1
2310;disfonia;-1
2311;disforme;-1
2312;disformidade;-1
2313;dislexia;-1
2314;disléxico;-1
2315;disparatado;-1
2316;disparatar;-1
2317;disparate;-1
2318;dispensado;0
2319;dispensável;-1
2320;dispersivo;-1
2321;disperso;-1
2322;displicência;-1
2323;displicente;-1
2324;disponível;0
2325;dissidente;-1
2326;dissimulação;-1
2327;dissimulado;-1
2328;dissimular;-1
2329;dissipado;-1
2330;dissipador;-1
2331;dissoluto;-1
2332;dissolvido;-1
2333;distante;-1
2334;distinguido;0
2335;distintivo;0
2336;distinto;1
2337;distorcer;-1
2338;distorcido;-1
2339;distraído;-1
2340;ditador;-1
2341;ditoso;1
2342;divagação;-1
2343;divagador;-1
2344;divagante;-1
2345;divagar;-1
2346;divertido;1
2347;divertimento;1
2348;divinal;1
2349;divino;1
2350;divo;0
2351;divulgador;0
2352;dizer;
2353;dizer;
2354;dizer;
2355;dizimado;-1
2356;dizimar;1
2357;dobradiço;0
2358;doce;1
2359;dócil;1
2360;docilidade;1
2361;doçura;1
2362;doente;-1
2363;doentio;-1
2364;dogmático;-1
2365;dogmatista;-1
2366;doidivanas;-1
2367;doido;-1
2368;dolente;-1
2369;dolorido;-1
2370;doloso;-1
2371;domado;0
2372;dominado;-1
2373;dominador;1
2374;dominante;1
2375;dominar;1
2376;donairoso;1
2377;donzel;0
2378;dopado;-1
2379;dopagem;-1
2380;dorido;-1
2381;dormência;-1
2382;dormente;-1
2383;dorminhoco;-1
2384;dormitar;-1
2385;dotado;1
2386;doudo;-1
2387;douto;1
2388;doutrinado;1
2389;doutrinador;0
2390;draconiano;-1
2391;dramático;-1
2392;dramatismo;-1
2393;dramatizar;-1
2394;drástico;-1
2395;droga;-1
2396;drogado;-1
2397;dromomania;-1
2398;dromomaníaco;-1
2399;dubiedade;-1
2400;dúbio;-1
2401;dubitativo;-1
2402;duficuldades;-1
2403;dúplice;-1
2404;duplicidade;-1
2405;durázio;1
2406;duro;-1
2407;duvidar;0
2408;duvidoso;-1
2409;ébrio;0
2410;ecléctico;1
2411;eclético;1
2412;ecológico;1
2413;económico;1
2414;econômico;1
2415;economizador;1
2416;edificante;1
2417;edipiano;-1
2418;educação;1
2419;educado;1
2420;educador;1
2421;educativo;1
2422;educável;0
2423;efeminado;-1
2424;eficácia;1
2425;eficaz;1
2426;eficiência;1
2427;eficiente;1
2428;efusivo;1
2429;egoísmo;-1
2430;egoísta;-1
2431;egotista;-1
2432;egrégio;1
2433;elástico;1
2434;electrizante;1
2435;elegância;1
2436;elegante;1
2437;elegíaco;-1
2438;eleiçoeiro;-1
2439;eletrizante;1
2440;eliminar;1
2441;elitista;-1
2442;elogiar;0
2443;elogio;1
2444;elogioso;1
2445;eloquência;1
2446;eloquente;1
2447;elucidar;1
2448;elucidativo;1
2449;emaciado;-1
2450;emancipado;1
2451;emaranhado;-1
2452;embaçado;-1
2453;embaciado;-1
2454;embaraçado;-1
2455;embaraço;-1
2456;embaraçoso;-1
2457;embasbacado;-1
2458;embatucado;-1
2459;embeiçado;0
2460;embirração;-1
2461;embirrante;-1
2462;embirrar;0
2463;embirrento;-1
2464;emblemático;1
2465;embotado;-1
2466;embriagado;-1
2467;embrulhado;-1
2468;embruxado;-1
2469;embuçado;-1
2470;embuchado;-1
2471;emburrado;-1
2472;embuste;-1
2473;embusteiro;-1
2474;emérito;1
2475;emocional;0
2476;emotivo;0
2477;empáfio;-1
2478;empalidecido;-1
2479;empalmado;-1
2480;empanturrado;-1
2481;empapado;0
2482;empapuçado;-1
2483;empedernido;-1
2484;empedernimento;-1
2485;empenhado;1
2486;empenho;1
2487;emperrado;-1
2488;emperramento;-1
2489;empertigado;-1
2490;empinado;0
2491;empírico;0
2492;empobrecido;-1
2493;empoeirado;-1
2494;empolado;-1
2495;empolgado;1
2496;empolgante;0
2497;emporcalhado;-1
2498;empreendedor;1
2499;emproado;-1
2500;emulador;-1
2501;êmulo;-1
2502;enaltecido;1
2503;enamoramento;1
2504;encabulado;-1
2505;encalacração;-1
2506;encalacrado;-1
2507;encalhado;-1
2508;encalhamento;-1
2509;encamado;-1
2510;encaminhado;1
2511;encanado;-1
2512;encanecido;0
2513;encantado;0
2514;encantador;1
2515;encantar;1
2516;encanto;1
2517;encapotado;0
2518;encarcerado;-1
2519;encarniçado;-1
2520;encavacado;-1
2521;encharcado;0
2522;encher;
2523;enciumado;-1
2524;enclausurado;-1
2525;encoberto;-1
2526;encobrir;-1
2527;encolerizado;-1
2528;encolerizar;1
2529;encolerizar-se;-1
2530;encolhido;-1
2531;encorajado;1
2532;encorajador;1
2533;encorajamento;1
2534;encorajar;0
2535;encorpado;0
2536;encostar;
2537;encovado;-1
2538;encruado;-1
2539;encurralado;-1
2540;encurralamento;-1
2541;encurralar;1
2542;encurvado;-1
2543;endemoniado;-1
2544;endemoninhado;-1
2545;endiabrado;-1
2546;endinheirado;1
2547;endireitar-se;1
2548;endividado;-1
2549;endividamento;-1
2550;endividar;-1
2551;endividar-se;-1
2552;endoidecer;-1
2553;endurecido;-1
2554;energia;1
2555;enérgico;1
2556;enervação;-1
2557;enervado;-1
2558;enervamento;-1
2559;enervante;-1
2560;enervar;1
2561;enervar-se;-1
2562;enfadado;-1
2563;enfadamento;-1
2564;enfadar-se;-1
2565;enfadonho;-1
2566;enfardador;-1
2567;enfartado;-1
2568;enfartamento;-1
2569;enfastiado;-1
2570;enfastiamento;-1
2571;enfastiante;-1
2572;enfático;0
2573;enfatuado;-1
2574;enfeitado;0
2575;enfeitiçado;-1
2576;enfermiço;-1
2577;enfermidade;-1
2578;enfezado;-1
2579;enfezamento;-1
2580;enfiado;-1
2581;enforcar-se;-1
2582;enfraquecer;-1
2583;enfraquecido;-1
2584;enfrascado;-1
2585;enfrentar;1
2586;enfrentar;
2587;enfronhado;-1
2588;enfunado;-1
2589;enfurecer;1
2590;enfurecer-se;-1
2591;enfurecido;-1
2592;enfurecimento;-1
2593;engaiolado;-1
2594;engaiolamento;-1
2595;engaiolar;1
2596;enganado;-1
2597;enganador;-1
2598;enganar;-1
2599;enganar-se;-1
2600;engano;-1
2601;enganoso;-1
2602;engarrafado;-1
2603;engasgado;-1
2604;engasgamento;-1
2605;engatado;-1
2606;engenhoso;0
2607;engodado;-1
2608;engolfado;-1
2609;engolido;-1
2610;engonha;-1
2611;engraçado;1
2612;engrupido;-1
2613;enigmático;-1
2614;enjeitado;-1
2615;enjoado;-1
2616;enjoar;-1
2617;enjoo;-1
2618;enlameado;-1
2619;enleado;-1
2620;enlevado;-1
2621;enlouquecer;-1
2622;enlouquecido;-1
2623;enlouquecimento;-1
2624;enlutado;-1
2625;enobrecer;1
2626;enojado;-1
2627;enojar;-1
2628;enrabichado;0
2629;enraivecer;1
2630;enraivecido;-1
2631;enraivecimento;-1
2632;enrascada;-1
2633;enrascado;-1
2634;enredado;-1
2635;enregelado;-1
2636;enresinado;-1
2637;enrijecido;-1
2638;enrodilhador;-1
2639;enrolado;-1
2640;enrubescido;0
2641;enrugado;-1
2642;ensacado;-1
2643;ensanguentado;-1
2644;ensangüentado;-1
2645;ensimesmado;-1
2646;ensimesmamento;-1
2647;ensombrar;1
2648;ensurdecedor;-1
2649;entalado;-1
2650;entalar;1
2651;entalar-se;-1
2652;entaramelado;-1
2653;entediado;-1
2654;entediante;-1
2655;entendido;1
2656;enternecedor;1
2657;enternecido;1
2658;enterrado;-1
2659;enterrar;1
2660;enterrar;
2661;enterrar-se;-1
2662;entontecido;-1
2663;entontecimento;-1
2664;entornado;-1
2665;entorpecer;-1
2666;entorpecido;-1
2667;entorpecimento;-1
2668;entortado;-1
2669;entradote;0
2670;entregador;-1
2671;entregar;
2672;entregar;
2673;entregar;
2674;entregar-se;
2675;entrevação;-1
2676;entrevado;-1
2677;entristecer;-1
2678;entristecido;-1
2679;entristecimento;-1
2680;entubado;-1
2681;entulhado;-1
2682;entumecimento;-1
2683;entusiasmante;1
2684;entusiasmar;1
2685;entusiasmo;1
2686;entusiasta;1
2687;entusiástico;1
2688;envaidecido;-1
2689;envelhecido;-1
2690;envenenador;-1
2691;envenenamento;-1
2692;envenenar;-1
2693;envergonhado;-1
2694;envergonhar;-1
2695;envergonhar-se;-1
2696;enviesado;-1
2697;envinagrado;-1
2698;envolvente;0
2699;enxerido;-1
2700;enxofrado;-1
2701;enxoframento;-1
2702;enxotar;1
2703;enxovalhado;-1
2704;enxovalhar;1
2705;enxuto;1
2706;épico;0
2707;epigramático;-1
2708;epilético;-1
2709;equânime;1
2710;equanimidade;1
2711;equidade;1
2712;equilibrado;1
2713;equilíbrio;1
2714;equitativo;1
2715;eqüitativo;1
2716;equivocado;-1
2717;equivocar-se;-1
2718;equívoco;-1
2719;equívoco;-1
2720;erecto;0
2721;ereto;0
2722;ermo;-1
2723;erótico;0
2724;erotomania;-1
2725;erotomaníaco;-1
2726;errado;-1
2727;errante;-1
2728;errar;-1
2729;errático;-1
2730;erro;-1
2731;erudito;1
2732;esbaforido;-1
2733;esbanjado;-1
2734;esbanjador;-1
2735;esbanjamento;-1
2736;esbatido;-1
2737;esbelto;1
2738;esbofetear;1
2739;esborratado;-1
2740;esburacado;-1
2741;escabelado;-1
2742;escabrosidade;-1
2743;escabroso;-1
2744;escaldado;-1
2745;escamado;-1
2746;escamoso;-1
2747;escamotear;-1
2748;escancarado;-1
2749;escandalizar;-1
2750;escândalo;-1
2751;escandaloso;-1
2752;escangalhado;-1
2753;escanifrado;-1
2754;escanzelado;-1
2755;escapadiço;-1
2756;escapo;-1
2757;escarnecedor;-1
2758;escarnecer;0
2759;escarnecido;-1
